央视卫视,#genre#
CCTV5,http://112.46.85.60:8009/hls/503/index.m3u8$LR•IPV4•29『线路6』$LR•IPV4•29『线路6』
CCTV5,http://182.150.23.74:808/hls/5/index.m3u8$LR•IPV4•29『线路7』$LR•IPV4•29『线路7』
CCTV5,http://8.138.7.223/tv/mgitv.php?id=24$LR•IPV4•29『线路8』$LR•IPV4•29『线路8』
CCTV5,http://8.138.7.223/tv/mgitv.php?id=26$LR•IPV4•29『线路9』$LR•IPV4•29『线路9』
CCTV5,http://cssbyd.imwork.net:8082/hls/6/index.m3u8$LR•IPV4•29『线路10』$LR•IPV4•29『线路10』
CCTV5,http://dd.ddzb.fun/php/migu.php?id=cctv5p$LR•IPV4•29『线路11』$LR•IPV4•29『线路11』
CCTV5,http://8.138.7.223/tv/mgitv.php?id=29$LR•IPV4•29『线路12』$LR•IPV4•29『线路12』
CCTV5,http://120.238.94.82:9901/tsfile/live/1030_1.m3u8$LR•IPV4•29『线路13』$LR•IPV4•29『线路13』
CCTV5,http://182.150.23.74:808/hls/16/index.m3u8$LR•IPV4•29『线路14』$LR•IPV4•29『线路14』
CCTV5,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5hdnew/600/index.m3u8?msisdn=2026041808020446df3dc033fc415a9ee82042baf53bd9&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20260418080204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=171.8.79.254&SecurityKey=20260418080204&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=70947f5de4ce534a546829c844580faa$LR•IPV4•29『线路15』$LR•IPV4•29『线路15』
CCTV5,http://j.s.bkpcp.top/jj/cctv5$LR•IPV4•29『线路16』$LR•IPV4•29『线路16』
CCTV5,http://m.061899.xyz/mg/cctv5$LR•IPV4•29『线路17』$LR•IPV4•29『线路17』
CCTV5,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$LR•IPV4•29『线路18』$LR•IPV4•29『线路18』
CCTV5,http://120.76.248.139/live/bfgd/4200000064.m3u8$LR•IPV4•29『线路19』$LR•IPV4•29『线路19』
CCTV5,https://cdn16.163189.xyz/163189/04fd1e256f077cb4$LR•IPV4•29『线路20』$LR•IPV4•29『线路20』
CCTV5,http://120.220.44.46/641886683$LR•IPV4•29『线路21』$LR•IPV4•29『线路21』
CCTV5,http://218.15.183.23:9901/tsfile/live/23022_1.m3u8$LR•IPV4•29『线路22』$LR•IPV4•29『线路22』
CCTV5,http://113.241.133.180:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•29『线路23』$LR•IPV4•29『线路23』
CCTV5,http://116.237.61.115:4022/rtp/233.18.204.24:5140$LR•IPV4•29『线路24』$LR•IPV4•29『线路24』
CCTV5,https://iptv.catvod.com/live.php?id=CCTV5&line=15$LR•IPV4•29『线路25』$LR•IPV4•29『线路25』
CCTV5,https://iptv.catvod.com/live.php?id=CCTV5&line=13$LR•IPV4•29『线路26』$LR•IPV4•29『线路26』
CCTV5,https://iptv.catvod.com/live.php?id=CCTV5&line=8$LR•IPV4•29『线路27』$LR•IPV4•29『线路27』
CCTV5,https://iptv.catvod.com/live.php?id=CCTV5&line=14$LR•IPV4•29『线路28』$LR•IPV4•29『线路28』
CCTV5,https://iptv.catvod.com/live.php?id=CCTV5&line=9$LR•IPV4•29『线路29』$LR•IPV4•29『线路29』
CCTV5,https://iptv.catvod.com/live.php?id=CCTV5&line=12$LR•IPV4•29『线路30』$LR•IPV4•29『线路30』
CCTV5,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009$LR•IPV4•29『线路31』$LR•IPV4•29『线路31』
CCTV5+,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5plusnew/600/index.m3u8?msisdn=20260418080204d63186de22f445d89c637c89c38197e7&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20260418080204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=171.8.79.254&SecurityKey=20260418080204&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=8190a9012163889820c9dd23ca0864d8$LR•IPV4•29『线路1』$LR•IPV4•29『线路1』
CCTV5+,http://j.s.bkpcp.top/jj/cctv5p$LR•IPV4•29『线路2』$LR•IPV4•29『线路2』
CCTV5+,http://m.061899.xyz/mg/cctv5p$LR•IPV4•29『线路3』$LR•IPV4•29『线路3』
CCTV5+,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8$LR•IPV4•29『线路4』$LR•IPV4•29『线路4』
CCTV5+,http://120.76.248.139/live/bfgd/4200000246.m3u8$LR•IPV4•29『线路5』$LR•IPV4•29『线路5』
CCTV5+,https://cdn16.163189.xyz/163189/a546ae65742101d4$LR•IPV4•29『线路6』$LR•IPV4•29『线路6』
CCTV5+,http://120.220.44.46/641886773$LR•IPV4•29『线路7』$LR•IPV4•29『线路7』
CCTV5+,http://113.241.133.180:85/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•29『线路8』$LR•IPV4•29『线路8』
CCTV5+,http://223.112.114.228:50080/newlive/live/hls/180/live.m3u8$LR•IPV4•29『线路9』$LR•IPV4•29『线路9』
CCTV5+,http://107.150.60.122/live/cctv5p.m3u8$LR•IPV4•29『线路10』$LR•IPV4•29『线路10』
CCTV6,http://8.138.7.223/tv/mgitv.php?id=32$LR•IPV4•29『线路1』$LR•IPV4•29『线路1』
CCTV6,http://124.116.183.146:9901/tsfile/live/0006_1.m3u8$LR•IPV4•29『线路2』$LR•IPV4•29『线路2』
CCTV6,http://8.138.7.223/tv/mgitv.php?id=33$LR•IPV4•29『线路3』$LR•IPV4•29『线路3』
CCTV6,http://8.138.7.223/tv/mgitv.php?id=35$LR•IPV4•29『线路4』$LR•IPV4•29『线路4』
CCTV6,http://8.138.7.223/tv/mgitv.php?id=30$LR•IPV4•29『线路5』$LR•IPV4•29『线路5』
CCTV6,http://8.138.7.223/tv/mgitv.php?id=31$LR•IPV4•29『线路6』$LR•IPV4•29『线路6』
CCTV6,http://182.150.23.74:808/hls/6/index.m3u8$LR•IPV4•29『线路7』$LR•IPV4•29『线路7』
CCTV6,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv6hd/1000/index.m3u8?msisdn=202604180802040c89daea55f54b6ea5145e06178bbe65&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20260418080204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=171.8.79.254&SecurityKey=20260418080204&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4cf6b6d9d10d3260ba523b6ddcf5b136$LR•IPV4•29『线路8』$LR•IPV4•29『线路8』
CCTV6,http://j.s.bkpcp.top/jj/cctv6$LR•IPV4•29『线路9』$LR•IPV4•29『线路9』
CCTV6,http://m.061899.xyz/mg/cctv6$LR•IPV4•29『线路10』$LR•IPV4•29『线路10』
CCTV6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8$LR•IPV4•29『线路11』$LR•IPV4•29『线路11』
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8$LR•IPV4•29『线路12』$LR•IPV4•29『线路12』
CCTV6,http://43.156.8.127:5050/ysp?id=2013693901&pid=600108442&q=fhd$LR•IPV4•29『线路13』$LR•IPV4•29『线路13』
CCTV6,https://cdn16.163189.xyz/163189/4ceb289726bacf29$LR•IPV4•29『线路14』$LR•IPV4•29『线路14』
CCTV6,http://120.220.44.46/624878396$LR•IPV4•29『线路15』$LR•IPV4•29『线路15』
CCTV6,http://pull-hls-f11.douyincdn.com/media/stream-695661786906493612.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1776982413&major_anchor_level=common&sign=f9b38953294dc9382f27b29d0cbc0202&t_id=037-20260417061332958A24DAFCB89C5600AB-h4zSDn$LR•IPV4•29『线路16』$LR•IPV4•29『线路16』
CCTV6,http://pull-hls-f11.douyincdn.com/media/stream-695661786906493612.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1776906237&major_anchor_level=common&sign=ddcd6089cb8edea3eb08cddfb4729b21&t_id=037-20260416090356FD2B01904532B1DF9B07-RJ3RCM$LR•IPV4•29『线路17』$LR•IPV4•29『线路17』
CCTV6,http://116.237.61.115:4022/rtp/233.18.204.25:5140$LR•IPV4•29『线路18』$LR•IPV4•29『线路18』
CCTV6,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv6hd$LR•IPV4•29『线路19』$LR•IPV4•29『线路19』
CCTV6,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009$LR•IPV4•29『线路20』$LR•IPV4•29『线路20』
CCTV7,http://23.237.228.134/live5/CCTV7.m3u8$LR•IPV4•29『线路1』$LR•IPV4•29『线路1』
CCTV7,http://8.138.7.223/tv/mgitv.php?id=36$LR•IPV4•29『线路2』$LR•IPV4•29『线路2』
CCTV7,http://dd.ddzb.fun/php/migu.php?id=cctv7$LR•IPV4•29『线路3』$LR•IPV4•29『线路3』
CCTV7,http://124.116.183.146:9901/tsfile/live/0007_1.m3u8$LR•IPV4•29『线路4』$LR•IPV4•29『线路4』
CCTV7,http://8.138.7.223/tv/mgitv.php?id=40$LR•IPV4•29『线路5』$LR•IPV4•29『线路5』
CCTV7,http://8.138.7.223/tv/mgitv.php?id=39$LR•IPV4•29『线路6』$LR•IPV4•29『线路6』
CCTV7,http://182.150.23.74:808/hls/7/index.m3u8$LR•IPV4•29『线路7』$LR•IPV4•29『线路7』
